customer_id,gender,senior_citizen,tenure_months,contract_type,monthly_charges,total_charges,payment_method,avg_monthly_usage,usage_trend,support_tickets_last_3m,churn,high_value_customer,tenure_bucket_Mid,tenure_bucket_Long,support_intensity_Medium,support_intensity_High
CUST_2979,1,0,12,2,24.28,291.36,3,314.5,2,1,0,0,False,False,False,False
CUST_2980,1,0,12,2,34.22,410.64,1,472.4,1,0,0,0,False,False,False,False
CUST_2981,1,0,62,0,68.06,4219.72,3,188.1,0,1,0,0,False,True,False,False
CUST_2982,0,0,14,2,49.1,687.4,2,370.5,1,2,0,0,True,False,True,False
CUST_2983,1,0,56,1,108.93,6100.08,1,340.2,0,2,0,1,False,True,True,False
CUST_2984,1,0,10,0,36.59,365.9,2,261.3,2,0,0,0,False,False,False,False
CUST_2985,0,0,18,1,100.7,1812.6,0,396.4,2,1,0,1,True,False,False,False
CUST_2986,0,0,3,2,39.92,119.76,2,430.6,0,0,0,0,False,False,False,False
CUST_2987,0,0,17,0,132.9,2259.3,0,353.9,2,0,0,1,True,False,False,False
CUST_2988,1,0,10,2,86.56,865.6,0,339.6,0,1,0,0,False,False,False,False
CUST_2989,1,0,32,2,20.0,640.0,2,326.8,2,1,0,0,True,False,False,False
CUST_2990,0,0,31,0,100.42,3113.02,3,352.7,0,1,1,1,True,False,False,False
CUST_2991,0,0,28,2,58.45,1636.6,2,380.3,1,1,0,0,True,False,False,False
CUST_2992,0,0,11,2,93.2,1025.2,3,375.3,2,1,0,1,False,False,False,False
CUST_2993,0,0,44,0,69.73,3068.12,0,360.9,0,0,1,0,False,True,False,False
CUST_2994,0,0,21,0,61.12,1283.52,2,255.9,2,4,0,0,True,False,False,True
CUST_2995,0,0,33,0,63.66,2100.78,2,401.2,0,1,0,0,True,False,False,False
CUST_2996,1,0,42,0,40.72,1710.24,3,357.8,0,1,0,0,False,True,False,False
CUST_2997,1,0,23,1,58.98,1356.54,2,339.0,2,0,0,0,True,False,False,False
CUST_2998,1,0,6,0,37.69,226.14,2,278.2,1,1,1,0,False,False,False,False
CUST_2999,0,1,25,2,58.2,1455.0,3,399.1,2,3,0,0,True,False,True,False
CUST_3000,0,0,18,2,74.88,1347.84,3,96.2,1,0,0,0,True,False,False,False
CUST_3001,0,0,10,0,96.44,964.4,1,294.5,2,1,1,1,False,False,False,False
CUST_3002,0,0,52,0,107.16,5572.32,3,261.3,0,1,1,1,False,True,False,False
CUST_3003,0,0,16,1,69.69,1115.04,0,252.5,2,1,0,0,True,False,False,False
CUST_3004,0,1,30,1,41.85,1255.5,0,273.9,2,0,0,0,True,False,False,False
CUST_3005,1,0,35,0,68.71,2404.85,3,196.9,1,0,0,0,True,False,False,False
CUST_3006,1,0,25,0,65.95,1648.75,1,265.5,2,1,1,0,True,False,False,False
CUST_3007,0,0,15,0,102.94,1544.1,1,182.4,2,3,1,1,True,False,True,False
CUST_3008,1,0,5,0,91.89,459.45,2,341.4,0,2,0,1,False,False,True,False
CUST_3009,0,0,27,2,75.82,2047.14,1,394.2,2,0,0,0,True,False,False,False
CUST_3010,1,0,16,0,108.02,1728.32,0,405.1,0,3,1,1,True,False,True,False
CUST_3011,0,0,61,0,57.35,3498.35,0,354.9,0,0,0,0,False,True,False,False
CUST_3012,0,0,12,1,85.67,1028.04,3,243.9,1,0,0,0,False,False,False,False
CUST_3013,1,0,3,0,57.38,172.14,3,189.5,1,1,1,0,False,False,False,False
CUST_3014,1,0,8,0,58.21,465.68,2,234.9,1,1,0,0,False,False,False,False
CUST_3015,0,0,42,1,20.0,840.0,3,268.3,2,2,0,0,False,True,True,False
CUST_3016,0,0,36,1,72.52,2610.72,1,237.0,1,0,0,0,True,False,False,False
CUST_3017,1,0,51,0,73.23,3734.73,2,542.9,2,1,1,0,False,True,False,False
CUST_3018,1,0,18,0,66.58,1198.44,3,370.5,1,3,0,0,True,False,True,False
CUST_3019,0,0,33,0,81.35,2684.55,3,357.9,2,0,1,0,True,False,False,False
CUST_3020,1,1,24,0,94.99,2279.76,3,331.1,1,1,0,1,True,False,False,False
CUST_3021,0,0,13,1,69.56,904.28,3,249.7,2,1,0,0,True,False,False,False
CUST_3022,0,0,21,0,85.09,1786.89,3,313.8,0,1,1,0,True,False,False,False
CUST_3023,0,0,15,0,79.34,1190.1,0,369.7,2,2,0,0,True,False,True,False
CUST_3024,0,0,49,1,96.91,4748.59,2,396.4,2,1,0,1,False,True,False,False
CUST_3025,1,0,13,2,83.33,1083.29,0,329.7,0,1,0,0,True,False,False,False
CUST_3026,1,0,54,2,115.56,6240.24,2,376.3,1,1,0,1,False,True,False,False
CUST_3027,1,0,12,0,76.62,919.44,1,252.0,2,1,1,0,False,False,False,False
CUST_3028,1,0,15,0,46.57,698.55,1,142.9,0,2,0,0,True,False,True,False
CUST_3029,1,0,22,0,101.54,2233.88,1,431.5,0,0,1,1,True,False,False,False
CUST_3030,1,0,11,2,86.04,946.44,2,240.5,1,4,0,0,False,False,False,True
CUST_3031,1,0,21,2,81.88,1719.48,0,240.1,2,0,0,0,True,False,False,False
CUST_3032,0,0,24,0,31.43,754.32,0,212.2,2,2,0,0,True,False,True,False
CUST_3033,1,0,48,0,107.22,5146.56,3,330.9,0,1,0,1,False,True,False,False
CUST_3034,1,0,3,0,95.04,285.12,2,246.2,2,0,0,1,False,False,False,False
CUST_3035,0,0,12,0,77.85,934.2,1,448.8,1,1,0,0,False,False,False,False
CUST_3036,1,0,59,2,20.0,1180.0,2,446.1,2,1,0,0,False,True,False,False
CUST_3037,1,0,15,0,61.54,923.1,3,338.8,2,1,1,0,True,False,False,False
CUST_3038,0,1,15,0,117.82,1767.3,0,230.1,2,1,0,1,True,False,False,False
CUST_3039,1,0,11,2,81.93,901.23,3,485.9,1,2,0,0,False,False,True,False
CUST_3040,1,1,32,0,39.75,1272.0,3,415.4,2,0,0,0,True,False,False,False
CUST_3041,1,1,5,0,56.07,280.35,3,233.4,2,2,1,0,False,False,True,False
CUST_3042,0,0,26,0,60.04,1561.04,3,342.4,0,2,1,0,True,False,True,False
CUST_3043,1,0,65,1,98.23,6384.95,0,328.8,2,2,1,1,False,True,True,False
CUST_3044,1,0,4,0,32.28,129.12,0,358.9,2,1,0,0,False,False,False,False
CUST_3045,0,0,33,0,96.43,3182.19,0,314.8,0,2,1,1,True,False,True,False
CUST_3046,1,0,7,0,89.74,628.18,0,302.3,2,1,0,0,False,False,False,False
CUST_3047,0,0,28,1,126.06,3529.68,1,593.9,1,0,0,1,True,False,False,False
CUST_3048,0,0,26,0,83.32,2166.32,2,359.8,1,2,1,0,True,False,True,False
CUST_3049,1,1,34,2,39.02,1326.68,1,235.1,1,0,0,0,True,False,False,False
CUST_3050,0,0,14,0,68.8,963.2,3,261.3,1,0,0,0,True,False,False,False
CUST_3051,0,0,14,0,45.21,632.94,3,489.6,0,1,1,0,True,False,False,False
CUST_3052,1,0,35,1,79.72,2790.2,3,271.8,1,0,0,0,True,False,False,False
CUST_3053,0,1,14,0,113.57,1589.98,3,212.7,1,0,0,1,True,False,False,False
CUST_3054,0,0,38,0,48.55,1844.9,1,312.2,2,2,1,0,False,True,True,False
CUST_3055,1,0,2,1,93.29,186.58,0,288.5,1,1,1,1,False,False,False,False
CUST_3056,1,0,25,0,54.52,1363.0,3,447.3,1,4,1,0,True,False,False,True
CUST_3057,1,0,36,1,31.23,1124.28,1,466.4,2,1,0,0,True,False,False,False
CUST_3058,0,0,18,0,109.97,1979.46,1,278.2,0,1,1,1,True,False,False,False
CUST_3059,1,0,49,2,75.82,3715.18,3,390.8,1,2,0,0,False,True,True,False
CUST_3060,0,0,14,2,82.29,1152.06,3,295.1,1,0,0,0,True,False,False,False
CUST_3061,0,0,24,0,91.54,2196.96,1,227.8,0,2,1,1,True,False,True,False
CUST_3062,0,0,40,0,27.48,1099.2,2,487.9,1,0,0,0,False,True,False,False
CUST_3063,0,1,8,0,63.36,506.88,1,504.1,2,3,1,0,False,False,True,False
CUST_3064,0,0,43,2,28.93,1243.99,2,344.3,1,3,0,0,False,True,True,False
CUST_3065,0,1,26,0,56.92,1479.92,3,246.7,0,1,0,0,True,False,False,False
CUST_3066,0,0,11,1,98.73,1086.03,0,211.6,0,2,1,1,False,False,True,False
CUST_3067,1,0,20,1,81.24,1624.8,0,375.9,1,0,0,0,True,False,False,False
CUST_3068,1,0,10,0,54.57,545.7,2,443.2,0,1,1,0,False,False,False,False
CUST_3069,0,0,31,0,70.62,2189.22,3,325.3,2,2,0,0,True,False,True,False
CUST_3070,0,0,17,0,66.36,1128.12,3,420.9,0,2,0,0,True,False,True,False
CUST_3071,1,0,15,2,77.77,1166.55,2,290.2,0,2,0,0,True,False,True,False
CUST_3072,0,0,32,0,54.37,1739.84,0,255.9,2,2,0,0,True,False,True,False
CUST_3073,1,0,18,1,66.94,1204.92,1,337.8,0,0,1,0,True,False,False,False
CUST_3074,1,0,21,0,73.78,1549.38,2,111.4,1,0,0,0,True,False,False,False
CUST_3075,1,0,20,0,80.64,1612.8,3,264.0,1,2,1,0,True,False,True,False
CUST_3076,0,0,2,0,75.49,150.98,3,394.7,2,0,0,0,False,False,False,False
CUST_3077,0,0,6,2,29.05,174.3,0,70.1,1,1,0,0,False,False,False,False
CUST_3078,1,0,12,1,38.5,462.0,2,184.6,0,1,0,0,False,False,False,False
CUST_3079,1,0,13,1,85.6,1112.8,2,299.8,0,1,0,0,True,False,False,False
CUST_3080,1,0,2,1,63.64,127.28,2,194.0,1,1,0,0,False,False,False,False
CUST_3081,1,0,21,1,58.89,1236.69,3,265.7,2,0,0,0,True,False,False,False
CUST_3082,1,0,19,0,63.72,1210.68,1,109.9,2,0,0,0,True,False,False,False
CUST_3083,0,0,23,2,63.68,1464.64,2,377.5,2,1,0,0,True,False,False,False
CUST_3084,1,0,16,0,25.81,412.96,1,422.8,0,0,1,0,True,False,False,False
CUST_3085,0,0,53,1,113.23,6001.19,3,161.6,2,1,0,1,False,True,False,False
CUST_3086,1,0,29,0,67.18,1948.22,1,334.8,2,1,0,0,True,False,False,False
CUST_3087,0,1,58,0,70.36,4080.88,1,293.4,2,4,0,0,False,True,False,True
CUST_3088,0,0,8,0,71.97,575.76,1,359.7,1,1,1,0,False,False,False,False
CUST_3089,0,0,16,0,94.06,1504.96,3,460.9,1,1,0,1,True,False,False,False
CUST_3090,0,1,13,1,87.09,1132.17,3,199.1,1,1,0,0,True,False,False,False
CUST_3091,0,1,5,0,68.13,340.65,3,439.4,0,2,1,0,False,False,True,False
CUST_3092,0,0,18,0,48.18,867.24,1,482.5,1,1,1,0,True,False,False,False
CUST_3093,1,0,2,2,100.92,201.84,0,140.1,0,0,1,1,False,False,False,False
CUST_3094,0,1,31,1,71.4,2213.4,0,412.4,1,0,0,0,True,False,False,False
CUST_3095,1,0,45,0,84.87,3819.15,0,227.6,2,2,0,0,False,True,True,False
CUST_3096,0,1,17,1,42.89,729.13,1,377.4,1,0,0,0,True,False,False,False
CUST_3097,0,0,22,0,86.23,1897.06,0,235.1,0,0,0,0,True,False,False,False
CUST_3098,1,0,45,1,34.37,1546.65,3,258.3,1,1,0,0,False,True,False,False
CUST_3099,0,0,9,0,60.07,540.63,1,248.7,2,1,1,0,False,False,False,False
CUST_3100,1,0,5,0,73.32,366.6,2,217.3,0,1,1,0,False,False,False,False
CUST_3101,1,0,2,0,113.43,226.86,0,388.4,1,1,1,1,False,False,False,False
CUST_3102,1,1,10,0,86.46,864.6,1,361.9,2,2,0,0,False,False,True,False
CUST_3103,1,0,12,0,105.94,1271.28,2,364.4,2,3,0,1,False,False,True,False
CUST_3104,0,0,32,0,81.5,2608.0,1,276.7,2,0,0,0,True,False,False,False
CUST_3105,0,0,6,2,42.25,253.5,2,286.7,2,4,1,0,False,False,False,True
CUST_3106,1,0,4,0,42.39,169.56,3,350.9,2,0,1,0,False,False,False,False
CUST_3107,0,0,36,2,89.03,3205.08,1,232.7,1,1,0,0,True,False,False,False
CUST_3108,0,0,12,0,44.96,539.52,3,264.3,0,2,0,0,False,False,True,False
CUST_3109,1,0,23,1,31.4,722.2,3,405.8,2,1,0,0,True,False,False,False
CUST_3110,0,0,34,0,45.6,1550.4,2,352.2,2,1,0,0,True,False,False,False
CUST_3111,1,0,72,0,76.7,5522.4,0,429.1,0,1,0,0,False,True,False,False
CUST_3112,1,0,27,0,50.16,1354.32,2,60.3,2,1,0,0,True,False,False,False
CUST_3113,0,1,11,2,101.38,1115.18,0,460.0,0,2,1,1,False,False,True,False
CUST_3114,0,0,36,0,80.68,2904.48,2,405.8,0,1,0,0,True,False,False,False
CUST_3115,0,0,9,0,74.73,672.57,1,407.6,2,3,0,0,False,False,True,False
CUST_3116,1,0,45,0,79.7,3586.5,0,151.8,0,2,0,0,False,True,True,False
CUST_3117,1,0,11,0,85.09,935.99,1,257.9,2,0,1,0,False,False,False,False
CUST_3118,0,0,7,1,85.46,598.22,2,270.6,1,1,0,0,False,False,False,False
CUST_3119,0,0,21,1,49.57,1040.97,3,329.9,2,0,0,0,True,False,False,False
CUST_3120,0,0,26,0,101.52,2639.52,2,490.8,0,1,0,1,True,False,False,False
CUST_3121,0,0,8,0,85.7,685.6,1,333.7,1,1,1,0,False,False,False,False
CUST_3122,1,0,12,0,60.13,721.56,2,430.4,0,5,0,0,False,False,False,True
CUST_3123,0,0,28,2,89.32,2500.96,3,452.5,1,1,0,0,True,False,False,False
CUST_3124,1,0,23,0,36.69,843.87,3,382.1,2,1,0,0,True,False,False,False
CUST_3125,1,0,27,0,91.38,2467.26,2,335.5,2,0,1,1,True,False,False,False
CUST_3126,0,0,46,0,77.2,3551.2,2,437.0,2,1,0,0,False,True,False,False
CUST_3127,0,0,25,0,20.0,500.0,1,155.3,2,1,1,0,True,False,False,False
CUST_3128,0,1,54,1,119.95,6477.3,3,376.2,1,1,0,1,False,True,False,False
CUST_3129,1,1,37,0,37.32,1380.84,0,466.2,0,0,0,0,False,True,False,False
CUST_3130,0,0,12,1,84.35,1012.2,1,327.5,2,2,0,0,False,False,True,False
CUST_3131,0,0,47,0,105.36,4951.92,0,371.6,1,0,0,1,False,True,False,False
CUST_3132,1,0,24,1,20.0,480.0,3,414.9,1,1,0,0,True,False,False,False
CUST_3133,0,1,42,0,75.82,3184.44,3,274.9,1,0,0,0,False,True,False,False
CUST_3134,1,0,27,2,92.16,2488.32,1,600.0,2,0,0,1,True,False,False,False
CUST_3135,0,0,63,0,97.9,6167.7,3,191.6,0,0,1,1,False,True,False,False
CUST_3136,1,0,7,1,100.42,702.94,0,124.2,0,2,1,1,False,False,True,False
CUST_3137,0,0,17,1,93.15,1583.55,2,381.6,0,2,1,1,True,False,True,False
CUST_3138,0,1,31,0,61.6,1909.6,1,249.1,2,3,0,0,True,False,True,False
CUST_3139,1,0,22,0,81.48,1792.56,2,328.2,2,1,0,0,True,False,False,False
CUST_3140,1,0,9,2,120.29,1082.61,2,337.6,2,2,0,1,False,False,True,False
CUST_3141,0,0,59,0,101.59,5993.81,1,354.5,2,0,1,1,False,True,False,False
CUST_3142,1,0,19,2,53.33,1013.27,0,178.2,0,2,0,0,True,False,True,False
CUST_3143,1,0,39,0,96.63,3768.57,3,234.8,1,0,1,1,False,True,False,False
CUST_3144,1,0,29,0,103.91,3013.39,3,423.2,2,3,0,1,True,False,True,False
CUST_3145,1,1,35,0,48.01,1680.35,1,254.7,0,0,1,0,True,False,False,False
CUST_3146,0,0,7,0,69.47,486.29,0,296.6,2,1,0,0,False,False,False,False
CUST_3147,0,0,19,0,62.85,1194.15,1,250.0,2,2,1,0,True,False,True,False
CUST_3148,1,1,35,0,93.11,3258.85,1,355.2,0,0,1,1,True,False,False,False
CUST_3149,1,0,39,2,59.76,2330.64,3,263.8,0,2,0,0,False,True,True,False
CUST_3150,1,0,37,1,54.27,2007.99,1,468.1,2,2,0,0,False,True,True,False
CUST_3151,1,0,11,0,97.29,1070.19,0,226.8,2,2,1,1,False,False,True,False
CUST_3152,0,0,4,0,39.87,159.48,0,161.6,1,1,0,0,False,False,False,False
CUST_3153,0,0,6,1,74.64,447.84,0,184.5,1,1,1,0,False,False,False,False
CUST_3154,1,1,20,0,51.77,1035.4,0,419.4,0,1,1,0,True,False,False,False
CUST_3155,1,0,22,2,97.27,2139.94,3,183.3,0,0,0,1,True,False,False,False
CUST_3156,1,0,20,0,54.71,1094.2,3,168.3,0,0,0,0,True,False,False,False
CUST_3157,0,0,7,1,70.92,496.44,3,380.8,0,1,0,0,False,False,False,False
CUST_3158,1,0,13,1,20.0,260.0,3,484.4,2,0,0,0,True,False,False,False
CUST_3159,0,0,59,1,70.05,4132.95,0,518.8,0,1,0,0,False,True,False,False
CUST_3160,1,0,26,0,65.58,1705.08,0,291.8,0,1,1,0,True,False,False,False
CUST_3161,0,1,19,0,71.79,1364.01,1,50.0,2,4,0,0,True,False,False,True
CUST_3162,1,0,58,0,102.55,5947.9,1,285.5,2,0,1,1,False,True,False,False
CUST_3163,0,0,67,1,84.95,5691.65,3,427.0,2,3,0,0,False,True,True,False
CUST_3164,1,0,14,0,79.89,1118.46,1,199.5,1,0,1,0,True,False,False,False
CUST_3165,1,0,26,1,51.53,1339.78,3,248.2,1,2,0,0,True,False,True,False
CUST_3166,1,0,5,0,123.43,617.15,3,336.4,2,4,0,1,False,False,False,True
CUST_3167,0,0,3,0,24.04,72.12,3,424.6,2,2,1,0,False,False,True,False
CUST_3168,1,0,17,0,40.09,681.53,2,208.2,1,1,1,0,True,False,False,False
CUST_3169,0,0,7,1,50.89,356.23,1,413.3,0,0,0,0,False,False,False,False
CUST_3170,0,0,13,2,74.75,971.75,1,376.8,0,3,0,0,True,False,True,False
CUST_3171,1,0,25,1,71.09,1777.25,3,280.1,1,2,0,0,True,False,True,False
CUST_3172,1,0,50,2,51.14,2557.0,0,383.2,0,4,0,0,False,True,False,True
CUST_3173,1,0,27,2,74.4,2008.8,2,406.8,0,0,0,0,True,False,False,False
CUST_3174,0,0,14,1,98.95,1385.3,1,471.5,0,1,0,1,True,False,False,False
CUST_3175,1,0,69,0,71.39,4925.91,0,457.3,1,2,0,0,False,True,True,False
CUST_3176,0,0,21,0,38.52,808.92,3,192.1,0,1,0,0,True,False,False,False
CUST_3177,0,0,40,0,67.4,2696.0,3,353.9,0,1,0,0,False,True,False,False
CUST_3178,1,0,42,2,49.56,2081.52,1,301.8,2,1,0,0,False,True,False,False
CUST_3179,1,0,19,0,35.05,665.95,1,342.9,0,1,0,0,True,False,False,False
CUST_3180,1,0,1,0,70.97,70.97,2,310.7,2,0,1,0,False,False,False,False
CUST_3181,1,0,12,2,47.38,568.56,1,322.3,1,0,0,0,False,False,False,False
CUST_3182,1,0,12,0,61.73,740.76,2,304.8,0,0,1,0,False,False,False,False
CUST_3183,1,0,20,1,80.56,1611.2,3,243.6,2,2,0,0,True,False,True,False
CUST_3184,0,1,16,1,78.02,1248.32,0,330.4,2,0,0,0,True,False,False,False
CUST_3185,0,0,17,2,100.12,1702.04,0,398.2,1,2,0,1,True,False,True,False
CUST_3186,0,0,20,2,26.98,539.6,2,287.3,2,1,0,0,True,False,False,False
CUST_3187,1,0,23,2,64.89,1492.47,2,254.3,2,1,0,0,True,False,False,False
CUST_3188,0,1,4,1,95.3,381.2,1,327.4,0,1,1,1,False,False,False,False
CUST_3189,0,0,23,0,28.01,644.23,1,343.6,2,1,0,0,True,False,False,False
CUST_3190,0,0,33,1,65.73,2169.09,1,237.2,2,1,0,0,True,False,False,False
CUST_3191,0,1,70,2,75.02,5251.4,0,265.8,2,0,0,0,False,True,False,False
CUST_3192,0,0,23,0,42.58,979.34,1,193.4,2,2,0,0,True,False,True,False
CUST_3193,1,0,38,0,53.1,2017.8,1,339.4,2,2,1,0,False,True,True,False
CUST_3194,1,0,31,0,40.27,1248.37,3,273.3,2,1,0,0,True,False,False,False
CUST_3195,0,0,10,1,76.97,769.7,2,443.8,0,1,0,0,False,False,False,False
CUST_3196,0,0,24,0,20.0,480.0,1,358.6,2,0,0,0,True,False,False,False
CUST_3197,0,0,54,1,50.87,2746.98,3,375.4,2,2,0,0,False,True,True,False
CUST_3198,1,0,52,0,52.01,2704.52,0,322.3,0,0,0,0,False,True,False,False
CUST_3199,1,0,52,0,92.69,4819.88,1,394.7,0,0,0,1,False,True,False,False
CUST_3200,0,0,72,0,30.95,2228.4,0,144.2,1,2,0,0,False,True,True,False
CUST_3201,1,0,33,1,102.41,3379.53,0,304.7,2,1,1,1,True,False,False,False
CUST_3202,1,0,14,0,88.68,1241.52,0,275.3,0,1,1,0,True,False,False,False
CUST_3203,0,1,33,0,96.13,3172.29,0,421.1,0,0,1,1,True,False,False,False
CUST_3204,1,0,9,2,59.33,533.97,2,178.9,1,1,1,0,False,False,False,False
CUST_3205,1,0,29,2,59.5,1725.5,0,329.1,2,2,0,0,True,False,True,False
CUST_3206,0,0,9,2,50.33,452.97,3,435.5,2,2,0,0,False,False,True,False
CUST_3207,1,0,11,1,84.52,929.72,3,297.4,0,1,0,0,False,False,False,False
CUST_3208,1,0,3,2,61.21,183.63,0,296.9,0,0,1,0,False,False,False,False
CUST_3209,0,0,28,1,49.81,1394.68,0,335.0,2,1,0,0,True,False,False,False
CUST_3210,1,0,51,2,61.15,3118.65,2,285.8,2,1,0,0,False,True,False,False
CUST_3211,1,0,23,0,79.28,1823.44,1,347.7,0,0,0,0,True,False,False,False
CUST_3212,0,0,20,0,38.41,768.2,0,418.1,0,0,0,0,True,False,False,False
CUST_3213,0,0,12,0,46.22,554.64,3,339.5,1,1,0,0,False,False,False,False
CUST_3214,0,0,41,2,103.75,4253.75,3,305.0,0,1,0,1,False,True,False,False
CUST_3215,1,0,45,1,47.33,2129.85,2,386.5,1,1,0,0,False,True,False,False
CUST_3216,0,0,5,0,106.19,530.95,3,459.9,2,2,1,1,False,False,True,False
CUST_3217,1,0,24,0,56.82,1363.68,3,242.5,2,0,0,0,True,False,False,False
CUST_3218,0,0,39,2,36.11,1408.29,0,497.2,1,2,0,0,False,True,True,False
CUST_3219,1,0,14,2,104.26,1459.64,2,249.4,1,0,0,1,True,False,False,False
CUST_3220,0,0,4,1,113.63,454.52,3,344.7,2,2,0,1,False,False,True,False
CUST_3221,0,1,8,1,55.48,443.84,3,339.9,0,1,0,0,False,False,False,False
CUST_3222,0,0,56,0,97.32,5449.92,2,345.7,2,0,1,1,False,True,False,False
CUST_3223,0,0,44,0,72.58,3193.52,2,142.8,0,0,1,0,False,True,False,False
CUST_3224,1,1,48,2,73.94,3549.12,3,182.9,2,2,0,0,False,True,True,False
CUST_3225,0,0,6,1,77.85,467.1,1,267.2,0,0,0,0,False,False,False,False
CUST_3226,0,0,39,1,70.5,2749.5,0,241.0,0,0,1,0,False,True,False,False
CUST_3227,1,0,59,0,72.56,4281.04,3,358.2,1,1,1,0,False,True,False,False
CUST_3228,0,0,12,0,70.15,841.8,3,426.0,0,4,0,0,False,False,False,True
CUST_3229,1,0,18,0,55.6,1000.8,0,101.1,2,2,0,0,True,False,True,False
CUST_3230,0,0,25,1,52.3,1307.5,3,190.6,2,2,0,0,True,False,True,False
CUST_3231,0,0,28,0,41.27,1155.56,3,252.3,0,1,0,0,True,False,False,False
CUST_3232,0,0,15,2,22.87,343.05,2,192.9,1,2,0,0,True,False,True,False
CUST_3233,1,0,42,1,67.72,2844.24,3,271.7,0,0,1,0,False,True,False,False
CUST_3234,0,0,32,0,48.93,1565.76,1,219.2,2,0,1,0,True,False,False,False
CUST_3235,0,0,10,0,29.06,290.6,2,353.9,0,2,1,0,False,False,True,False
CUST_3236,0,0,41,2,49.44,2027.04,3,576.4,2,1,0,0,False,True,False,False
CUST_3237,1,0,19,0,56.72,1077.68,3,219.3,2,1,0,0,True,False,False,False
CUST_3238,1,0,33,1,56.26,1856.58,0,430.3,2,0,0,0,True,False,False,False
CUST_3239,0,0,10,1,104.82,1048.2,0,568.4,0,1,0,1,False,False,False,False
CUST_3240,1,0,11,0,55.12,606.32,1,237.7,0,1,1,0,False,False,False,False
CUST_3241,0,0,4,0,106.14,424.56,0,520.7,2,1,1,1,False,False,False,False
CUST_3242,0,0,46,0,51.22,2356.12,0,217.0,2,0,0,0,False,True,False,False
CUST_3243,0,0,38,0,82.05,3117.9,1,428.3,1,1,0,0,False,True,False,False
CUST_3244,0,0,25,1,44.99,1124.75,3,224.2,0,0,0,0,True,False,False,False
CUST_3245,0,0,6,1,112.89,677.34,0,118.4,0,3,1,1,False,False,True,False
CUST_3246,0,0,52,2,100.64,5233.28,0,408.0,1,2,1,1,False,True,True,False
CUST_3247,0,0,32,2,88.72,2839.04,1,356.1,2,0,0,0,True,False,False,False
CUST_3248,1,0,15,0,119.44,1791.6,0,295.8,0,1,1,1,True,False,False,False
CUST_3249,1,1,27,0,91.75,2477.25,2,138.3,2,1,1,1,True,False,False,False
CUST_3250,1,0,18,1,80.96,1457.28,0,435.2,0,0,1,0,True,False,False,False
CUST_3251,1,1,32,0,36.12,1155.84,3,412.2,1,1,0,0,True,False,False,False
CUST_3252,1,1,9,2,20.0,180.0,1,120.8,0,2,1,0,False,False,True,False
CUST_3253,1,0,2,0,37.64,75.28,3,325.6,1,0,0,0,False,False,False,False
CUST_3254,1,0,30,2,27.84,835.2,3,358.0,2,3,0,0,True,False,True,False
CUST_3255,0,0,34,2,50.0,1700.0,3,189.1,2,1,0,0,True,False,False,False
CUST_3256,0,1,4,1,97.36,389.44,1,403.3,0,0,1,1,False,False,False,False
CUST_3257,0,0,1,0,43.33,43.33,2,552.8,2,1,1,0,False,False,False,False
CUST_3258,0,1,25,1,58.44,1461.0,0,410.4,2,0,0,0,True,False,False,False
CUST_3259,1,0,31,1,71.42,2214.02,3,478.2,0,1,1,0,True,False,False,False
CUST_3260,1,0,18,1,72.3,1301.4,1,393.0,2,0,0,0,True,False,False,False
CUST_3261,0,0,9,0,55.16,496.44,0,189.7,0,0,1,0,False,False,False,False
CUST_3262,0,0,70,0,99.71,6979.7,1,386.6,2,1,0,1,False,True,False,False
CUST_3263,1,0,29,2,70.61,2047.69,3,171.3,1,1,0,0,True,False,False,False
CUST_3264,0,0,46,2,74.27,3416.42,1,250.0,2,0,0,0,False,True,False,False
CUST_3265,0,0,7,0,131.89,923.23,3,276.0,1,0,1,1,False,False,False,False
CUST_3266,0,0,51,2,113.43,5784.93,1,264.7,1,0,0,1,False,True,False,False
CUST_3267,0,0,28,0,70.48,1973.44,3,221.1,2,3,0,0,True,False,True,False
CUST_3268,1,0,65,2,83.66,5437.9,0,275.0,0,0,0,0,False,True,False,False
CUST_3269,0,0,33,0,46.95,1549.35,1,288.0,1,1,1,0,True,False,False,False
CUST_3270,0,0,22,2,20.0,440.0,1,429.0,1,1,0,0,True,False,False,False
CUST_3271,1,0,19,1,87.04,1653.76,0,343.0,0,1,0,0,True,False,False,False
CUST_3272,1,0,12,0,43.57,522.84,3,399.5,2,0,0,0,False,False,False,False
CUST_3273,0,0,20,0,84.11,1682.2,2,276.7,2,1,0,0,True,False,False,False
CUST_3274,1,0,33,0,123.69,4081.77,3,396.8,0,0,1,1,True,False,False,False
CUST_3275,0,0,37,1,23.1,854.7,3,107.4,0,1,1,0,False,True,False,False
CUST_3276,0,0,10,2,20.0,200.0,0,172.1,0,3,0,0,False,False,True,False
CUST_3277,1,0,5,1,47.04,235.2,2,401.0,0,0,1,0,False,False,False,False
CUST_3278,0,0,26,2,90.25,2346.5,1,240.7,2,0,0,1,True,False,False,False
CUST_3279,0,0,4,1,101.26,405.04,2,310.8,2,1,1,1,False,False,False,False
CUST_3280,0,0,20,2,90.22,1804.4,1,66.3,2,0,0,1,True,False,False,False
CUST_3281,0,0,6,1,77.2,463.2,1,261.9,2,1,0,0,False,False,False,False
CUST_3282,1,1,36,0,70.42,2535.12,0,175.2,2,1,0,0,True,False,False,False
