customer_id,gender,senior_citizen,tenure_months,contract_type,monthly_charges,total_charges,payment_method,avg_monthly_usage,usage_trend,support_tickets_last_3m,churn,high_value_customer,tenure_bucket_Mid,tenure_bucket_Long,support_intensity_Medium,support_intensity_High,churn_probability,risk_segment,revenue_at_risk
CUST_1237,1,0,49,0,67.36,3300.64,3,234.8,2,1,0,0,False,True,False,False,0.2,Low,13.47
CUST_1238,0,0,6,0,67.0,402.0,1,393.4,2,0,1,0,False,False,False,False,0.47,Medium,31.49
CUST_1239,1,1,19,0,103.19,1960.61,0,327.9,2,2,0,1,True,False,True,False,0.4,Medium,41.28
CUST_1240,1,1,16,0,109.41,1750.56,0,275.1,1,2,1,1,True,False,True,False,0.49,Medium,53.61
CUST_1241,1,1,18,0,103.68,1866.24,0,300.1,2,2,0,1,True,False,True,False,0.4,Medium,41.47
CUST_1242,0,0,11,0,61.8,679.8,3,287.7,1,0,0,0,False,False,False,False,0.56,Medium,34.61
CUST_1243,1,0,18,2,55.13,992.34,3,276.6,0,2,0,0,True,False,True,False,0.1,Low,5.51
CUST_1244,1,0,23,0,47.21,1085.83,0,338.5,0,0,0,0,True,False,False,False,0.34,Medium,16.05
CUST_1245,1,0,1,1,32.78,32.78,1,248.6,0,2,1,0,False,False,True,False,0.5,Medium,16.39
CUST_1246,0,0,14,0,46.68,653.52,0,183.3,0,2,1,0,True,False,True,False,0.37,Medium,17.27
CUST_1247,0,0,10,0,48.78,487.8,3,374.8,1,2,1,0,False,False,True,False,0.6,Medium,29.27
CUST_1248,0,0,63,0,38.45,2422.35,0,220.4,2,1,0,0,False,True,False,False,0.24,Low,9.23
CUST_1249,0,0,28,0,32.07,897.96,2,424.0,0,2,0,0,True,False,True,False,0.38,Medium,12.19
CUST_1250,0,0,10,0,37.41,374.1,1,283.5,2,1,1,0,False,False,False,False,0.52,Medium,19.45
CUST_1251,1,0,13,1,68.72,893.36,2,255.3,0,2,0,0,True,False,True,False,0.2,Low,13.74
CUST_1252,0,0,16,1,81.02,1296.32,3,206.5,2,1,0,0,True,False,False,False,0.1,Low,8.1
CUST_1253,0,0,13,1,78.81,1024.53,2,269.1,0,1,0,0,True,False,False,False,0.2,Low,15.76
CUST_1254,0,0,29,2,56.96,1651.84,1,335.0,2,0,0,0,True,False,False,False,0.04,Low,2.28
CUST_1255,1,0,56,2,61.28,3431.68,1,221.0,2,1,0,0,False,True,False,False,0.05,Low,3.06
CUST_1256,0,0,1,1,79.18,79.18,2,373.6,1,2,1,0,False,False,True,False,0.4,Medium,31.67
CUST_1257,0,0,15,0,74.81,1122.15,0,189.3,1,0,0,0,True,False,False,False,0.25,Low,18.7
CUST_1258,1,0,72,2,84.04,6050.88,2,391.5,0,5,0,0,False,True,False,True,0.17,Low,14.29
CUST_1259,0,0,16,2,45.94,735.04,3,311.0,2,0,0,0,True,False,False,False,0.04,Low,1.84
CUST_1260,1,0,24,1,113.35,2720.4,2,255.0,2,0,0,1,True,False,False,False,0.19,Low,21.54
CUST_1261,1,0,2,0,85.79,171.58,2,338.4,0,0,1,0,False,False,False,False,0.65,High,55.76
CUST_1262,1,1,49,0,88.57,4339.93,3,460.3,2,1,0,0,False,True,False,False,0.19,Low,16.83
CUST_1263,1,0,7,1,43.48,304.36,2,415.3,0,3,1,0,False,False,True,False,0.55,Medium,23.91
CUST_1264,1,1,27,2,42.9,1158.3,2,336.4,0,1,1,0,True,False,False,False,0.11,Low,4.72
CUST_1265,0,0,9,1,52.57,473.13,3,393.6,2,3,1,0,False,False,True,False,0.35,Medium,18.4
CUST_1266,1,0,1,1,88.42,88.42,2,257.7,0,1,0,0,False,False,False,False,0.49,Medium,43.33
CUST_1267,1,1,25,0,41.07,1026.75,2,237.0,1,0,1,0,True,False,False,False,0.26,Low,10.68
CUST_1268,0,0,34,0,81.16,2759.44,1,371.2,1,3,0,0,True,False,True,False,0.3,Low,24.35
CUST_1269,1,0,19,1,106.47,2022.93,3,323.8,1,0,0,1,True,False,False,False,0.26,Low,27.68
CUST_1270,0,0,7,0,52.32,366.24,1,271.0,0,4,0,0,False,False,False,True,0.8,High,41.86
CUST_1271,0,0,72,1,46.59,3354.48,3,380.7,2,4,0,0,False,True,False,True,0.19,Low,8.85
CUST_1272,0,1,33,1,51.72,1706.76,0,304.4,0,1,0,0,True,False,False,False,0.21,Low,10.86
CUST_1273,1,0,23,0,65.9,1515.7,1,428.4,1,0,1,0,True,False,False,False,0.25,Low,16.48
CUST_1274,1,0,44,0,93.76,4125.44,0,88.5,1,0,0,1,False,True,False,False,0.44,Medium,41.25
CUST_1275,1,0,13,2,95.29,1238.77,2,249.4,2,2,0,1,True,False,True,False,0.12,Low,11.43
CUST_1276,0,0,67,0,89.97,6027.99,0,392.3,1,0,1,0,False,True,False,False,0.23,Low,20.69
CUST_1277,1,0,33,0,21.41,706.53,2,465.2,0,1,0,0,True,False,False,False,0.4,Medium,8.56
CUST_1278,1,0,41,1,65.31,2677.71,0,432.7,2,1,0,0,False,True,False,False,0.11,Low,7.18
CUST_1279,1,0,15,2,47.94,719.1,2,236.7,0,0,0,0,True,False,False,False,0.09,Low,4.31
CUST_1280,0,0,7,2,80.11,560.77,2,426.7,2,1,0,0,False,False,False,False,0.17,Low,13.62
CUST_1281,0,0,23,0,92.5,2127.5,0,118.8,2,1,0,1,True,False,False,False,0.4,Medium,37.0
CUST_1282,1,0,13,0,57.52,747.76,1,208.0,2,0,1,0,True,False,False,False,0.19,Low,10.93
CUST_1283,1,0,72,2,118.03,8498.16,3,274.2,2,1,0,1,False,True,False,False,0.09,Low,10.62
CUST_1284,1,0,5,1,47.35,236.75,1,345.4,0,1,0,0,False,False,False,False,0.51,Medium,24.15
CUST_1285,1,0,52,1,83.3,4331.6,0,201.9,2,1,0,0,False,True,False,False,0.1,Low,8.33
CUST_1286,0,0,4,0,123.61,494.44,2,286.2,2,1,1,1,False,False,False,False,0.72,High,89.0
CUST_1287,0,1,9,0,92.95,836.55,0,436.3,0,0,0,1,False,False,False,False,0.84,High,78.08
CUST_1288,0,0,4,0,84.86,339.44,3,182.5,2,4,1,0,False,False,False,True,0.63,High,53.46
CUST_1289,0,1,13,0,65.74,854.62,0,174.7,0,2,1,0,True,False,True,False,0.36,Medium,23.67
CUST_1290,1,0,17,0,85.29,1449.93,1,221.0,0,0,0,0,True,False,False,False,0.32,Medium,27.29
CUST_1291,1,0,11,2,56.2,618.2,2,538.8,2,1,1,0,False,False,False,False,0.18,Low,10.12
CUST_1292,1,0,27,0,98.2,2651.4,1,341.9,1,0,0,1,True,False,False,False,0.45,Medium,44.19
CUST_1293,0,1,17,0,51.9,882.3,2,214.2,1,0,0,0,True,False,False,False,0.25,Low,12.98
CUST_1294,1,0,2,0,63.79,127.58,1,391.9,2,3,1,0,False,False,True,False,0.55,Medium,35.08
CUST_1295,0,1,8,1,49.01,392.08,1,116.4,2,2,0,0,False,False,True,False,0.31,Medium,15.19
CUST_1296,0,1,15,2,61.41,921.15,0,286.9,2,1,0,0,True,False,False,False,0.05,Low,3.07
CUST_1297,1,0,42,1,58.55,2459.1,3,313.4,0,2,0,0,False,True,True,False,0.2,Low,11.71
CUST_1298,1,0,22,2,20.0,440.0,1,411.2,0,1,0,0,True,False,False,False,0.12,Low,2.4
CUST_1299,1,0,13,2,70.83,920.79,0,156.0,2,2,0,0,True,False,True,False,0.05,Low,3.54
CUST_1300,0,0,5,2,57.9,289.5,2,428.4,2,0,1,0,False,False,False,False,0.15,Low,8.68
CUST_1301,1,0,22,0,37.26,819.72,2,402.6,2,1,0,0,True,False,False,False,0.22,Low,8.2
CUST_1302,0,0,49,0,52.89,2591.61,1,433.6,2,2,0,0,False,True,True,False,0.22,Low,11.64
CUST_1303,1,0,15,0,79.04,1185.6,2,180.0,1,3,1,0,True,False,True,False,0.3,Low,23.71
CUST_1304,0,0,9,0,25.65,230.85,3,473.5,1,3,1,0,False,False,True,False,0.65,High,16.67
CUST_1305,0,0,30,1,65.98,1979.4,0,111.8,0,1,0,0,True,False,False,False,0.2,Low,13.2
CUST_1306,1,0,43,0,98.64,4241.52,1,174.8,2,1,1,1,False,True,False,False,0.38,Medium,37.48
CUST_1307,0,0,17,1,59.19,1006.23,3,317.8,2,0,0,0,True,False,False,False,0.09,Low,5.33
CUST_1308,0,0,33,0,106.56,3516.48,0,262.2,0,2,1,1,True,False,True,False,0.57,Medium,60.74
CUST_1309,1,0,14,0,96.9,1356.6,0,165.9,1,3,1,1,True,False,True,False,0.54,Medium,52.33
CUST_1310,0,0,34,0,79.1,2689.4,1,536.4,2,1,1,0,True,False,False,False,0.21,Low,16.61
CUST_1311,1,0,51,2,69.4,3539.4,2,130.3,1,0,0,0,False,True,False,False,0.06,Low,4.16
CUST_1312,0,0,37,1,70.17,2596.29,0,126.4,2,1,0,0,False,True,False,False,0.1,Low,7.02
CUST_1313,1,0,29,2,82.25,2385.25,0,332.6,1,1,0,0,True,False,False,False,0.07,Low,5.76
CUST_1314,1,0,62,2,119.97,7438.14,2,294.6,2,3,1,1,False,True,True,False,0.11,Low,13.2
CUST_1315,0,0,16,0,82.52,1320.32,2,153.8,2,2,0,0,True,False,True,False,0.2,Low,16.5
CUST_1316,0,1,29,0,107.21,3109.09,1,518.0,2,0,1,1,True,False,False,False,0.35,Medium,37.52
CUST_1317,0,0,17,1,41.02,697.34,1,310.3,0,1,0,0,True,False,False,False,0.21,Low,8.61
CUST_1318,0,0,29,1,56.49,1638.21,0,243.1,2,2,0,0,True,False,True,False,0.11,Low,6.21
CUST_1319,0,0,33,0,70.42,2323.86,2,299.9,2,2,0,0,True,False,True,False,0.2,Low,14.08
CUST_1320,1,0,39,0,103.59,4040.01,1,142.7,0,1,0,1,False,True,False,False,0.57,Medium,59.05
CUST_1321,0,0,21,1,25.21,529.41,1,408.8,2,1,0,0,True,False,False,False,0.12,Low,3.03
CUST_1322,1,0,3,0,145.44,436.32,2,326.1,2,1,1,1,False,False,False,False,0.72,High,104.72
CUST_1323,1,0,17,2,69.99,1189.83,2,275.2,2,1,0,0,True,False,False,False,0.05,Low,3.5
CUST_1324,0,0,32,1,99.45,3182.4,0,299.9,2,0,0,1,True,False,False,False,0.2,Low,19.89
CUST_1325,1,0,25,0,69.6,1740.0,2,211.2,2,1,0,0,True,False,False,False,0.21,Low,14.62
CUST_1326,1,0,28,0,49.61,1389.08,1,413.6,1,0,0,0,True,False,False,False,0.26,Low,12.9
CUST_1327,1,1,34,1,112.83,3836.22,2,234.7,0,2,0,1,True,False,True,False,0.36,Medium,40.62
CUST_1328,1,0,7,1,65.17,456.19,3,244.4,2,2,0,0,False,False,True,False,0.31,Medium,20.2
CUST_1329,0,0,36,1,51.88,1867.68,0,319.9,2,2,0,0,True,False,True,False,0.11,Low,5.71
CUST_1330,1,0,65,1,79.62,5175.3,2,99.4,2,2,0,0,False,True,True,False,0.1,Low,7.96
CUST_1331,0,0,15,1,84.9,1273.5,0,355.1,1,3,0,0,True,False,True,False,0.17,Low,14.43
CUST_1332,0,0,40,0,78.37,3134.8,2,297.2,1,1,1,0,False,True,False,False,0.27,Low,21.16
CUST_1333,1,0,22,2,80.41,1769.02,3,353.2,2,3,0,0,True,False,True,False,0.06,Low,4.82
CUST_1334,0,0,27,0,79.52,2147.04,1,275.9,1,1,0,0,True,False,False,False,0.27,Low,21.47
CUST_1335,0,0,37,0,100.83,3730.71,1,215.8,2,1,0,1,False,True,False,False,0.38,Medium,38.32
CUST_1336,0,0,25,0,71.42,1785.5,1,311.4,0,0,0,0,True,False,False,False,0.32,Medium,22.85
CUST_1337,1,0,14,0,53.8,753.2,0,399.3,0,1,0,0,True,False,False,False,0.38,Medium,20.44
CUST_1338,0,0,26,0,88.06,2289.56,1,244.6,0,3,0,0,True,False,True,False,0.38,Medium,33.46
CUST_1339,0,0,9,1,20.0,180.0,1,383.0,0,4,1,0,False,False,False,True,0.65,High,13.0
CUST_1340,0,0,5,0,85.05,425.25,0,270.2,1,0,1,0,False,False,False,False,0.57,Medium,48.48
CUST_1341,1,0,53,2,107.69,5707.57,0,254.3,2,0,0,1,False,True,False,False,0.09,Low,9.69
CUST_1342,0,0,29,1,89.05,2582.45,1,388.6,1,1,0,0,True,False,False,False,0.14,Low,12.47
CUST_1343,1,0,33,0,30.28,999.24,2,334.6,1,0,0,0,True,False,False,False,0.27,Low,8.18
CUST_1344,1,0,24,0,106.06,2545.44,3,163.0,0,0,0,1,True,False,False,False,0.53,Medium,56.21
CUST_1345,1,0,4,0,56.19,224.76,0,279.9,2,1,1,0,False,False,False,False,0.52,Medium,29.22
CUST_1346,1,0,51,0,74.98,3823.98,3,183.8,1,2,0,0,False,True,True,False,0.26,Low,19.49
CUST_1347,1,0,14,0,102.26,1431.64,3,352.7,2,0,0,1,True,False,False,False,0.36,Medium,36.81
CUST_1348,1,1,17,0,54.55,927.35,0,209.0,1,0,1,0,True,False,False,False,0.25,Low,13.64
CUST_1349,0,0,47,0,73.47,3453.09,3,316.1,1,0,0,0,False,True,False,False,0.24,Low,17.63
CUST_1350,1,0,9,0,37.39,336.51,2,351.9,1,1,0,0,False,False,False,False,0.61,High,22.81
CUST_1351,0,0,15,0,65.34,980.1,1,352.9,1,5,0,0,True,False,False,True,0.45,Medium,29.4
CUST_1352,0,0,15,2,40.83,612.45,2,245.3,0,4,0,0,True,False,False,True,0.17,Low,6.94
CUST_1353,1,0,9,0,82.08,738.72,3,304.9,2,0,1,0,False,False,False,False,0.46,Medium,37.76
CUST_1354,0,0,22,0,33.74,742.28,1,230.2,2,1,1,0,True,False,False,False,0.22,Low,7.42
CUST_1355,0,1,10,0,67.76,677.6,0,257.6,1,1,1,0,False,False,False,False,0.61,High,41.33
CUST_1356,0,1,52,0,55.82,2902.64,2,205.1,1,3,0,0,False,True,True,False,0.32,Medium,17.86
CUST_1357,0,0,4,1,52.11,208.44,1,305.6,1,2,0,0,False,False,True,False,0.41,Medium,21.37
CUST_1358,1,0,6,0,97.52,585.12,0,347.8,0,1,0,1,False,False,False,False,0.86,High,83.87
CUST_1359,0,1,15,0,43.15,647.25,2,215.6,0,2,0,0,True,False,True,False,0.36,Medium,15.53
CUST_1360,1,0,20,1,56.43,1128.6,2,216.2,0,1,0,0,True,False,False,False,0.2,Low,11.29
CUST_1361,0,0,11,0,74.8,822.8,2,459.5,0,1,1,0,False,False,False,False,0.69,High,51.61
CUST_1362,0,0,35,0,86.06,3012.1,2,216.0,0,0,0,0,True,False,False,False,0.31,Medium,26.68
CUST_1363,1,0,17,0,24.85,422.45,3,371.9,2,0,1,0,True,False,False,False,0.19,Low,4.72
CUST_1364,0,0,30,0,65.54,1966.2,0,400.7,0,3,1,0,True,False,True,False,0.41,Medium,26.87
CUST_1365,0,0,50,0,88.92,4446.0,1,328.5,0,0,0,0,False,True,False,False,0.31,Medium,27.57
CUST_1366,0,0,61,2,111.6,6807.6,0,336.5,2,1,0,1,False,True,False,False,0.1,Low,11.16
CUST_1367,1,0,16,0,70.8,1132.8,3,307.2,0,0,0,0,True,False,False,False,0.32,Medium,22.66
CUST_1368,0,0,22,1,34.99,769.78,3,163.6,0,1,1,0,True,False,False,False,0.21,Low,7.35
CUST_1369,1,0,25,1,69.68,1742.0,1,407.1,2,0,0,0,True,False,False,False,0.09,Low,6.27
CUST_1370,0,0,16,1,57.96,927.36,1,255.3,2,2,0,0,True,False,True,False,0.11,Low,6.38
CUST_1371,1,0,8,1,78.5,628.0,0,383.3,2,1,0,0,False,False,False,False,0.32,Medium,25.12
CUST_1372,1,0,41,1,116.02,4756.82,2,297.7,2,1,0,1,False,True,False,False,0.21,Low,24.36
CUST_1373,0,1,8,0,40.69,325.52,1,347.9,1,2,1,0,False,False,True,False,0.61,High,24.82
CUST_1374,0,1,44,0,97.42,4286.48,0,327.2,2,1,0,1,False,True,False,False,0.39,Medium,37.99
CUST_1375,1,0,28,2,92.58,2592.24,1,253.3,1,2,0,1,True,False,True,False,0.16,Low,14.81
CUST_1376,1,0,24,2,86.36,2072.64,3,379.1,2,1,0,0,True,False,False,False,0.05,Low,4.32
CUST_1377,0,0,11,0,76.55,842.05,3,166.4,2,0,1,0,False,False,False,False,0.45,Medium,34.45
CUST_1378,1,0,2,0,121.86,243.72,2,423.0,2,0,1,1,False,False,False,False,0.7,High,85.3
CUST_1379,0,1,41,1,102.26,4192.66,2,410.2,1,2,1,1,False,True,True,False,0.28,Low,28.63
CUST_1380,0,1,11,0,55.4,609.4,2,273.5,0,2,1,0,False,False,True,False,0.69,High,38.23
CUST_1381,0,0,29,2,71.23,2065.67,2,325.1,2,1,0,0,True,False,False,False,0.05,Low,3.56
CUST_1382,0,0,31,0,42.87,1328.97,1,274.7,2,2,1,0,True,False,True,False,0.22,Low,9.43
CUST_1383,1,0,20,1,104.69,2093.8,0,217.0,2,0,0,1,True,False,False,False,0.2,Low,20.94
CUST_1384,0,0,25,0,71.18,1779.5,3,291.4,2,1,0,0,True,False,False,False,0.2,Low,14.24
CUST_1385,1,0,28,0,21.88,612.64,0,327.3,0,4,0,0,True,False,False,True,0.54,Medium,11.82
CUST_1386,0,0,23,0,20.0,460.0,3,433.1,2,2,1,0,True,False,True,False,0.22,Low,4.4
CUST_1387,1,0,10,0,56.05,560.5,1,280.1,2,1,0,0,False,False,False,False,0.52,Medium,29.15
CUST_1388,0,0,4,0,48.94,195.76,1,301.0,0,2,1,0,False,False,True,False,0.69,High,33.77
CUST_1389,1,0,11,2,58.92,648.12,2,430.6,2,0,0,0,False,False,False,False,0.15,Low,8.84
CUST_1390,1,0,15,0,64.83,972.45,1,350.8,1,1,1,0,True,False,False,False,0.28,Low,18.15
CUST_1391,0,0,51,0,102.41,5222.91,3,160.3,2,1,1,1,False,True,False,False,0.36,Medium,36.87
CUST_1392,0,0,7,0,105.62,739.34,2,297.0,1,1,0,1,False,False,False,False,0.79,High,83.44
CUST_1393,0,0,56,1,125.82,7045.92,1,383.7,2,0,0,1,False,True,False,False,0.17,Low,21.39
CUST_1394,0,0,69,0,112.71,7776.99,1,545.7,2,2,0,1,False,True,True,False,0.35,Medium,39.45
CUST_1395,1,1,12,2,85.74,1028.88,1,318.5,2,2,0,0,False,False,True,False,0.17,Low,14.58
CUST_1396,0,0,67,1,34.96,2342.32,0,91.8,2,0,0,0,False,True,False,False,0.11,Low,3.85
CUST_1397,1,0,18,2,90.05,1620.9,1,117.9,2,3,0,1,True,False,True,False,0.13,Low,11.71
CUST_1398,1,0,16,0,30.56,488.96,0,231.3,2,1,0,0,True,False,False,False,0.22,Low,6.72
CUST_1399,0,0,51,1,78.29,3992.79,2,205.2,1,0,0,0,False,True,False,False,0.12,Low,9.39
CUST_1400,1,1,24,0,32.79,786.96,0,382.8,0,1,1,0,True,False,False,False,0.39,Medium,12.79
CUST_1401,1,0,21,1,118.56,2489.76,3,487.1,1,1,1,1,True,False,False,False,0.29,Low,34.38
CUST_1402,1,1,11,0,79.6,875.6,1,377.6,2,4,1,0,False,False,False,True,0.64,High,50.94
CUST_1403,1,0,12,1,64.85,778.2,2,390.7,1,1,0,0,False,False,False,False,0.41,Medium,26.59
CUST_1404,0,1,22,0,58.72,1291.84,3,366.2,0,0,0,0,True,False,False,False,0.32,Medium,18.79
CUST_1405,0,0,51,0,69.12,3525.12,1,336.3,2,2,0,0,False,True,True,False,0.21,Low,14.52
CUST_1406,0,1,7,0,51.82,362.74,0,223.9,1,1,1,0,False,False,False,False,0.61,High,31.61
CUST_1407,0,0,19,0,61.8,1174.2,3,378.8,2,0,0,0,True,False,False,False,0.18,Low,11.12
CUST_1408,1,0,5,1,20.0,100.0,0,263.5,0,2,0,0,False,False,True,False,0.51,Medium,10.2
CUST_1409,1,0,11,2,46.98,516.78,1,382.8,2,1,0,0,False,False,False,False,0.18,Low,8.46
CUST_1410,0,1,33,1,40.94,1351.02,3,343.3,2,2,0,0,True,False,True,False,0.11,Low,4.5
CUST_1411,0,0,9,0,83.02,747.18,1,300.0,2,0,1,0,False,False,False,False,0.47,Medium,39.02
CUST_1412,0,0,43,0,70.84,3046.12,3,225.7,2,3,0,0,False,True,True,False,0.22,Low,15.58
CUST_1413,1,1,9,0,91.67,825.03,1,292.9,0,0,1,1,False,False,False,False,0.83,High,76.09
CUST_1414,0,0,13,0,59.48,773.24,0,241.8,1,1,1,0,True,False,False,False,0.28,Low,16.65
CUST_1415,0,0,3,2,72.83,218.49,2,127.5,0,0,1,0,False,False,False,False,0.27,Low,19.66
CUST_1416,0,0,43,0,20.0,860.0,0,189.1,0,3,1,0,False,True,True,False,0.45,Medium,9.0
CUST_1417,1,0,39,2,92.77,3618.03,2,329.3,0,1,0,1,False,True,False,False,0.22,Low,20.41
CUST_1418,1,1,6,1,101.67,610.02,3,50.0,1,2,1,1,False,False,True,False,0.62,High,63.04
CUST_1419,1,0,16,1,86.27,1380.32,1,537.6,1,3,0,0,True,False,True,False,0.17,Low,14.67
CUST_1420,1,0,15,2,47.99,719.85,1,249.6,1,0,0,0,True,False,False,False,0.06,Low,2.88
CUST_1421,1,1,14,0,83.85,1173.9,0,385.8,2,0,1,0,True,False,False,False,0.18,Low,15.09
CUST_1422,1,0,69,0,74.39,5132.91,2,83.8,1,1,0,0,False,True,False,False,0.26,Low,19.34
CUST_1423,1,0,13,2,20.99,272.87,2,202.0,0,0,1,0,True,False,False,False,0.09,Low,1.89
CUST_1424,1,0,9,1,101.03,909.27,3,406.1,0,0,1,1,False,False,False,False,0.68,High,68.7
CUST_1425,0,0,3,0,43.31,129.93,1,341.7,0,1,1,0,False,False,False,False,0.7,High,30.32
CUST_1426,0,0,10,0,84.38,843.8,2,260.4,2,1,1,0,False,False,False,False,0.5,Medium,42.19
CUST_1427,1,1,51,1,70.71,3606.21,2,498.8,2,0,0,0,False,True,False,False,0.09,Low,6.36
CUST_1428,1,0,24,0,103.69,2488.56,1,158.7,1,1,0,1,True,False,False,False,0.49,Medium,50.81
CUST_1429,0,0,24,2,48.41,1161.84,0,409.5,0,2,0,0,True,False,True,False,0.11,Low,5.33
CUST_1430,1,0,10,0,57.36,573.6,1,257.1,2,0,0,0,False,False,False,False,0.47,Medium,26.96
CUST_1431,1,0,46,1,87.23,4012.58,2,215.2,2,0,0,0,False,True,False,False,0.08,Low,6.98
CUST_1432,1,1,30,1,55.06,1651.8,0,103.3,0,2,0,0,True,False,True,False,0.21,Low,11.56
CUST_1433,0,1,14,1,105.58,1478.12,3,117.7,0,3,0,1,True,False,True,False,0.41,Medium,43.29
CUST_1434,0,0,8,0,51.07,408.56,1,314.0,1,0,1,0,False,False,False,False,0.57,Medium,29.11
CUST_1435,0,0,19,2,84.71,1609.49,1,307.6,0,1,0,0,True,False,False,False,0.1,Low,8.47
CUST_1436,0,0,9,1,69.9,629.1,0,223.9,2,1,0,0,False,False,False,False,0.32,Medium,22.37
CUST_1437,0,0,17,1,53.57,910.69,2,279.6,2,0,0,0,True,False,False,False,0.09,Low,4.82
CUST_1438,1,0,22,0,102.94,2264.68,0,285.1,1,0,1,1,True,False,False,False,0.46,Medium,47.35
CUST_1439,0,0,11,0,43.68,480.48,1,253.0,0,5,1,0,False,False,False,True,0.83,High,36.25
CUST_1440,1,0,1,0,83.29,83.29,0,199.9,2,1,1,0,False,False,False,False,0.51,Medium,42.48
CUST_1441,1,0,27,0,20.0,540.0,0,352.8,0,3,0,0,True,False,True,False,0.44,Medium,8.8
CUST_1442,0,0,11,1,78.07,858.77,3,424.6,0,0,0,0,False,False,False,False,0.45,Medium,35.13
CUST_1443,0,0,22,0,100.56,2212.32,2,337.5,0,0,0,1,True,False,False,False,0.54,Medium,54.3
CUST_1444,1,0,18,1,66.28,1193.04,0,343.6,0,0,0,0,True,False,False,False,0.18,Low,11.93
CUST_1445,1,0,62,0,75.31,4669.22,1,375.6,0,0,1,0,False,True,False,False,0.32,Medium,24.1
CUST_1446,1,0,20,0,112.65,2253.0,0,276.7,1,0,1,1,True,False,False,False,0.45,Medium,50.69
CUST_1447,0,1,38,2,96.43,3664.34,2,235.7,1,2,0,1,False,True,True,False,0.15,Low,14.46
CUST_1448,0,0,14,2,20.0,280.0,2,101.0,2,2,0,0,True,False,True,False,0.05,Low,1.0
CUST_1449,0,0,9,2,56.39,507.51,1,244.7,1,0,0,0,False,False,False,False,0.21,Low,11.84
CUST_1450,0,0,28,2,62.83,1759.24,2,237.0,0,0,0,0,True,False,False,False,0.09,Low,5.65
CUST_1451,0,0,10,1,77.81,778.1,1,194.8,0,0,0,0,False,False,False,False,0.45,Medium,35.01
CUST_1452,1,1,34,2,68.4,2325.6,2,323.5,1,1,0,0,True,False,False,False,0.07,Low,4.79
CUST_1453,0,0,6,1,56.91,341.46,0,280.7,1,3,1,0,False,False,True,False,0.45,Medium,25.61
CUST_1454,1,0,25,2,55.27,1381.75,1,342.7,2,4,0,0,True,False,False,True,0.09,Low,4.97
CUST_1455,1,1,20,0,34.02,680.4,2,187.5,0,3,1,0,True,False,True,False,0.41,Medium,13.95
CUST_1456,1,0,54,2,44.78,2418.12,3,147.6,2,4,0,0,False,True,False,True,0.09,Low,4.03
CUST_1457,0,0,27,1,91.02,2457.54,3,366.8,2,1,1,1,True,False,False,False,0.22,Low,20.02
CUST_1458,0,0,18,0,43.79,788.22,1,382.6,2,3,0,0,True,False,True,False,0.25,Low,10.95
CUST_1459,0,0,36,0,49.94,1797.84,3,215.9,2,2,0,0,True,False,True,False,0.21,Low,10.49
CUST_1460,1,0,1,2,33.55,33.55,0,264.3,0,3,1,0,False,False,True,False,0.35,Medium,11.74
CUST_1461,1,0,30,0,79.6,2388.0,0,327.4,2,2,0,0,True,False,True,False,0.21,Low,16.72
CUST_1462,1,0,32,2,94.0,3008.0,2,358.0,2,4,1,1,True,False,False,True,0.19,Low,17.86
CUST_1463,1,1,35,0,99.07,3467.45,0,124.3,2,2,0,1,True,False,True,False,0.39,Medium,38.64
CUST_1464,1,0,33,0,60.27,1988.91,1,398.5,2,2,0,0,True,False,True,False,0.21,Low,12.66
CUST_1465,1,0,29,0,68.39,1983.31,0,167.1,0,1,0,0,True,False,False,False,0.37,Medium,25.3
CUST_1466,0,0,15,0,70.72,1060.8,2,159.7,2,0,1,0,True,False,False,False,0.18,Low,12.73
CUST_1467,0,0,22,1,59.54,1309.88,0,258.6,0,1,0,0,True,False,False,False,0.21,Low,12.5
CUST_1468,0,0,12,1,78.25,939.0,2,256.7,2,2,0,0,False,False,True,False,0.31,Medium,24.26
CUST_1469,0,1,10,0,98.29,982.9,1,302.8,2,1,1,1,False,False,False,False,0.73,High,71.75
CUST_1470,1,0,15,0,94.89,1423.35,3,315.7,0,4,0,1,True,False,False,True,0.71,High,67.37
CUST_1471,1,0,17,0,65.81,1118.77,0,469.6,2,2,1,0,True,False,True,False,0.22,Low,14.48
CUST_1472,0,0,26,2,56.64,1472.64,2,208.8,2,1,0,0,True,False,False,False,0.05,Low,2.83
CUST_1473,1,0,48,0,41.19,1977.12,1,406.5,2,2,0,0,False,True,True,False,0.23,Low,9.47
CUST_1474,0,1,38,0,26.57,1009.66,3,152.2,2,2,0,0,False,True,True,False,0.22,Low,5.85
CUST_1475,0,0,25,0,83.61,2090.25,3,176.3,2,1,0,0,True,False,False,False,0.19,Low,15.89
CUST_1476,0,1,44,2,69.98,3079.12,3,206.0,2,2,0,0,False,True,True,False,0.05,Low,3.5
CUST_1477,1,0,20,0,70.21,1404.2,0,107.0,2,0,0,0,True,False,False,False,0.18,Low,12.64
CUST_1478,0,0,29,0,131.15,3803.35,3,344.8,0,2,1,1,True,False,True,False,0.55,Medium,72.13
CUST_1479,0,0,15,1,109.68,1645.2,3,422.0,0,2,0,1,True,False,True,False,0.38,Medium,41.68
