customer_id,gender,senior_citizen,tenure_months,contract_type,monthly_charges,total_charges,payment_method,avg_monthly_usage,usage_trend,support_tickets_last_3m,churn
CUST_2412,Male,0,6,Month-to-Month,105.73,634.38,Credit Card,261.3,Increasing,0,1
CUST_2413,Female,0,4,Two Year,89.25,357.0,UPI,463.1,Increasing,1,0
CUST_2414,Male,0,43,Two Year,85.56,3679.08,Net Banking,286.4,Stable,3,0
CUST_2415,Female,0,21,One Year,64.17,1347.57,Credit Card,398.8,Stable,4,0
CUST_2416,Female,0,17,Month-to-Month,120.67,2051.39,Net Banking,297.6,Increasing,2,0
CUST_2417,Female,0,13,Month-to-Month,70.74,919.62,Credit Card,466.5,Stable,1,0
CUST_2418,Female,0,36,One Year,44.18,1590.48,Credit Card,334.0,Decreasing,1,0
CUST_2419,Male,0,55,Month-to-Month,81.18,4464.9,Net Banking,351.7,Increasing,0,0
CUST_2420,Female,0,9,Month-to-Month,67.06,603.54,UPI,318.0,Stable,2,1
CUST_2421,Male,0,28,Two Year,46.53,1302.84,Credit Card,270.4,Stable,1,0
CUST_2422,Male,0,40,Month-to-Month,47.98,1919.2,Net Banking,387.5,Decreasing,2,0
CUST_2423,Male,0,24,Month-to-Month,72.6,1742.4,UPI,225.3,Stable,2,0
CUST_2424,Male,0,34,One Year,74.13,2520.42,Debit Card,372.9,Increasing,1,0
CUST_2425,Male,0,6,Two Year,35.98,215.88,Debit Card,396.1,Increasing,2,0
CUST_2426,Male,0,56,Two Year,61.41,3438.96,Net Banking,353.7,Stable,0,0
CUST_2427,Male,0,36,Two Year,95.06,3422.16,Credit Card,205.8,Stable,2,0
CUST_2428,Male,0,30,One Year,20.0,600.0,Debit Card,344.8,Decreasing,0,0
CUST_2429,Male,0,39,Month-to-Month,63.93,2493.27,Debit Card,404.8,Stable,0,1
CUST_2430,Male,0,15,Two Year,70.79,1061.85,Net Banking,173.3,Stable,0,0
CUST_2431,Female,0,8,Month-to-Month,86.53,692.24,Net Banking,147.4,Stable,1,1
CUST_2432,Female,0,6,Month-to-Month,64.78,388.68,Debit Card,384.5,Stable,0,1
CUST_2433,Female,0,5,Month-to-Month,60.32,301.6,Credit Card,235.3,Decreasing,1,1
CUST_2434,Male,0,27,Two Year,85.28,2302.56,Net Banking,374.6,Decreasing,2,0
CUST_2435,Female,0,14,Two Year,68.72,962.08,Net Banking,471.1,Increasing,1,0
CUST_2436,Female,1,54,Month-to-Month,114.19,6166.26,Credit Card,152.8,Stable,0,1
CUST_2437,Female,0,46,Month-to-Month,85.54,3934.84,UPI,144.1,Stable,0,0
CUST_2438,Male,0,36,Two Year,90.36,3252.96,Net Banking,380.2,Decreasing,1,0
CUST_2439,Male,0,30,Month-to-Month,71.89,2156.7,Debit Card,431.2,Stable,0,0
CUST_2440,Male,0,11,One Year,117.01,1287.11,Credit Card,471.4,Stable,2,1
CUST_2441,Male,0,13,Month-to-Month,56.0,728.0,Debit Card,380.7,Stable,0,0
CUST_2442,Female,0,11,Month-to-Month,41.27,453.97,Credit Card,286.6,Increasing,1,0
CUST_2443,Female,0,7,Month-to-Month,67.66,473.62,UPI,309.6,Increasing,1,1
CUST_2444,Female,0,18,Month-to-Month,63.44,1141.92,Net Banking,333.6,Decreasing,1,0
CUST_2445,Female,0,40,One Year,66.54,2661.6,UPI,468.4,Increasing,2,0
CUST_2446,Male,0,17,Two Year,119.44,2030.48,Net Banking,329.3,Decreasing,2,0
CUST_2447,Male,0,10,Month-to-Month,50.22,502.2,Credit Card,231.0,Decreasing,1,1
CUST_2448,Male,0,17,Two Year,68.47,1163.99,Debit Card,322.3,Increasing,0,0
CUST_2449,Female,0,22,One Year,29.18,641.96,UPI,143.7,Stable,2,0
CUST_2450,Male,0,13,Month-to-Month,117.32,1525.16,Credit Card,244.5,Decreasing,1,0
CUST_2451,Male,0,18,One Year,20.0,360.0,UPI,269.2,Stable,2,0
CUST_2452,Female,0,72,One Year,73.61,5299.92,Credit Card,261.0,Stable,0,0
CUST_2453,Female,0,5,Month-to-Month,36.47,182.35,UPI,141.3,Decreasing,0,1
CUST_2454,Male,0,2,Month-to-Month,35.2,70.4,Credit Card,181.3,Stable,1,1
CUST_2455,Male,1,21,Two Year,47.91,1006.11,UPI,298.0,Increasing,3,0
CUST_2456,Male,1,26,One Year,42.43,1103.18,UPI,383.8,Increasing,2,0
CUST_2457,Male,0,17,Month-to-Month,76.73,1304.41,Credit Card,258.2,Decreasing,1,0
CUST_2458,Male,0,8,Month-to-Month,38.12,304.96,UPI,307.5,Increasing,1,1
CUST_2459,Male,0,53,Month-to-Month,96.01,5088.53,Credit Card,387.7,Decreasing,2,1
CUST_2460,Female,0,20,Month-to-Month,103.32,2066.4,UPI,567.1,Stable,1,1
CUST_2461,Female,0,22,Month-to-Month,111.35,2449.7,Net Banking,268.4,Stable,2,0
CUST_2462,Female,0,35,Month-to-Month,31.74,1110.9,Net Banking,215.8,Decreasing,3,0
CUST_2463,Male,1,17,Month-to-Month,50.44,857.48,UPI,379.0,Decreasing,0,0
CUST_2464,Female,0,15,One Year,57.96,869.4,Credit Card,385.2,Stable,1,0
CUST_2465,Male,0,53,Month-to-Month,55.88,2961.64,Net Banking,169.2,Stable,1,1
CUST_2466,Male,0,3,Month-to-Month,90.05,270.15,UPI,188.1,Stable,0,1
CUST_2467,Female,0,25,Month-to-Month,77.95,1948.75,UPI,163.0,Stable,1,0
CUST_2468,Male,0,24,Month-to-Month,46.8,1123.2,Credit Card,228.4,Stable,0,1
CUST_2469,Male,0,14,Month-to-Month,62.94,881.16,Debit Card,386.3,Decreasing,2,1
CUST_2470,Female,0,17,Month-to-Month,69.17,1175.89,Credit Card,335.7,Decreasing,2,1
CUST_2471,Female,0,50,Month-to-Month,65.71,3285.5,Debit Card,316.9,Decreasing,0,0
CUST_2472,Female,0,9,Month-to-Month,51.59,464.31,UPI,201.8,Stable,2,1
CUST_2473,Male,1,34,Two Year,42.26,1436.84,Debit Card,194.0,Stable,1,0
CUST_2474,Female,0,20,Month-to-Month,88.79,1775.8,Debit Card,307.4,Increasing,2,1
CUST_2475,Female,0,31,Month-to-Month,40.44,1253.64,Credit Card,295.1,Decreasing,0,0
CUST_2476,Male,0,27,Month-to-Month,87.69,2367.63,Debit Card,348.9,Increasing,0,0
CUST_2477,Female,0,2,Two Year,75.94,151.88,Debit Card,438.8,Increasing,0,1
CUST_2478,Female,0,9,Two Year,48.6,437.4,UPI,186.1,Decreasing,0,1
CUST_2479,Female,1,11,Month-to-Month,82.76,910.36,Net Banking,285.1,Increasing,1,1
CUST_2480,Male,0,8,Month-to-Month,52.1,416.8,Credit Card,311.3,Increasing,1,1
CUST_2481,Male,0,12,Month-to-Month,84.13,1009.56,Credit Card,319.3,Decreasing,0,1
CUST_2482,Male,0,22,Month-to-Month,50.32,1107.04,Net Banking,307.4,Stable,1,0
CUST_2483,Male,0,38,Month-to-Month,72.73,2763.74,Net Banking,296.3,Decreasing,0,0
CUST_2484,Female,0,6,Month-to-Month,68.78,412.68,Net Banking,318.9,Stable,2,0
CUST_2485,Male,0,20,Month-to-Month,54.53,1090.6,Debit Card,351.7,Stable,0,1
CUST_2486,Male,0,24,Month-to-Month,62.13,1491.12,UPI,229.4,Increasing,1,1
CUST_2487,Female,0,43,One Year,53.91,2318.13,Credit Card,347.0,Decreasing,0,0
CUST_2488,Female,1,57,Two Year,99.27,5658.39,UPI,351.5,Decreasing,0,0
CUST_2489,Female,0,17,Month-to-Month,52.49,892.33,Debit Card,323.5,Increasing,0,0
CUST_2490,Male,0,8,One Year,68.22,545.76,Net Banking,457.6,Decreasing,2,0
CUST_2491,Male,0,26,Month-to-Month,20.0,520.0,Debit Card,321.6,Increasing,1,0
CUST_2492,Male,0,9,Month-to-Month,52.82,475.38,Net Banking,336.5,Stable,1,1
CUST_2493,Female,0,24,Two Year,85.87,2060.88,Credit Card,202.3,Stable,0,0
CUST_2494,Female,0,10,Month-to-Month,81.87,818.7,Debit Card,404.0,Decreasing,0,1
CUST_2495,Male,1,29,One Year,80.91,2346.39,UPI,491.5,Stable,2,0
CUST_2496,Female,0,11,Month-to-Month,69.28,762.08,UPI,315.6,Decreasing,1,0
CUST_2497,Female,0,53,Month-to-Month,76.29,4043.37,Debit Card,93.6,Stable,0,1
CUST_2498,Female,1,20,One Year,106.09,2121.8,Debit Card,407.5,Stable,1,0
CUST_2499,Male,0,4,Month-to-Month,46.89,187.56,UPI,436.9,Stable,1,1
CUST_2500,Female,0,39,Month-to-Month,100.66,3925.74,Debit Card,321.7,Decreasing,0,1
CUST_2501,Female,0,17,One Year,47.96,815.32,Debit Card,248.2,Increasing,0,0
CUST_2502,Male,0,30,Month-to-Month,77.57,2327.1,Debit Card,427.4,Stable,3,1
CUST_2503,Male,0,39,Month-to-Month,48.59,1895.01,Net Banking,419.8,Decreasing,1,0
CUST_2504,Female,0,21,One Year,91.19,1914.99,UPI,325.2,Stable,0,0
CUST_2505,Female,0,5,Month-to-Month,37.8,189.0,Debit Card,414.0,Increasing,2,1
CUST_2506,Male,1,22,One Year,44.88,987.36,UPI,227.5,Increasing,0,0
CUST_2507,Male,0,49,Two Year,67.19,3292.31,Credit Card,429.2,Decreasing,2,0
CUST_2508,Female,0,18,Month-to-Month,50.3,905.4,Debit Card,327.4,Increasing,2,1
CUST_2509,Female,0,27,Month-to-Month,52.24,1410.48,Net Banking,269.5,Increasing,2,0
CUST_2510,Female,1,10,One Year,67.05,670.5,Net Banking,311.5,Stable,0,1
CUST_2511,Female,0,4,Month-to-Month,38.72,154.88,Debit Card,380.8,Increasing,1,1
CUST_2512,Male,1,17,One Year,73.2,1244.4,Debit Card,330.9,Increasing,1,0
CUST_2513,Female,0,20,Month-to-Month,79.2,1584.0,Credit Card,483.6,Decreasing,0,1
CUST_2514,Female,0,42,Month-to-Month,30.64,1286.88,Debit Card,421.3,Stable,1,1
CUST_2515,Male,0,21,Month-to-Month,76.1,1598.1,UPI,182.8,Stable,2,0
CUST_2516,Female,0,40,One Year,75.08,3003.2,Debit Card,392.4,Decreasing,1,0
CUST_2517,Male,0,14,Month-to-Month,80.92,1132.88,UPI,400.6,Decreasing,2,1
CUST_2518,Female,0,5,Two Year,72.89,364.45,UPI,361.5,Stable,1,0
CUST_2519,Female,0,28,One Year,78.79,2206.12,UPI,205.0,Decreasing,0,0
CUST_2520,Male,0,52,Month-to-Month,78.71,4092.92,UPI,411.9,Stable,0,1
CUST_2521,Male,0,12,Month-to-Month,76.13,913.56,UPI,326.0,Decreasing,2,0
CUST_2522,Female,0,31,Month-to-Month,79.31,2458.61,Debit Card,198.9,Decreasing,3,0
CUST_2523,Female,0,32,One Year,108.53,3472.96,Debit Card,335.7,Increasing,1,0
CUST_2524,Female,0,17,Two Year,102.74,1746.58,Debit Card,413.2,Stable,1,0
CUST_2525,Male,0,33,Month-to-Month,67.16,2216.28,Net Banking,215.8,Decreasing,2,0
CUST_2526,Female,0,25,Month-to-Month,54.4,1360.0,UPI,215.8,Stable,0,0
CUST_2527,Male,0,33,Month-to-Month,101.76,3358.08,Credit Card,372.9,Increasing,0,0
CUST_2528,Male,0,29,Month-to-Month,127.21,3689.09,Debit Card,336.7,Decreasing,2,1
CUST_2529,Female,0,18,Month-to-Month,69.29,1247.22,Debit Card,382.1,Increasing,1,0
CUST_2530,Male,0,20,Month-to-Month,82.49,1649.8,Net Banking,307.1,Stable,1,1
CUST_2531,Female,0,42,Month-to-Month,61.86,2598.12,Debit Card,550.9,Decreasing,2,1
CUST_2532,Female,0,22,Month-to-Month,83.28,1832.16,UPI,264.8,Increasing,1,0
CUST_2533,Female,0,11,Month-to-Month,20.44,224.84,Debit Card,366.9,Decreasing,2,1
CUST_2534,Female,0,17,Month-to-Month,56.89,967.13,UPI,254.4,Stable,0,1
CUST_2535,Female,0,27,Month-to-Month,88.09,2378.43,Debit Card,160.0,Decreasing,2,0
CUST_2536,Male,0,40,Month-to-Month,48.13,1925.2,Debit Card,287.8,Decreasing,1,0
CUST_2537,Male,0,4,Month-to-Month,83.86,335.44,UPI,272.4,Stable,2,1
CUST_2538,Female,0,16,Month-to-Month,83.0,1328.0,UPI,478.7,Decreasing,1,0
CUST_2539,Female,0,38,Month-to-Month,84.48,3210.24,Debit Card,344.1,Stable,2,1
CUST_2540,Male,0,9,Month-to-Month,57.32,515.88,UPI,223.2,Stable,4,0
CUST_2541,Male,0,9,Month-to-Month,89.13,802.17,Net Banking,306.6,Stable,1,0
CUST_2542,Male,0,20,Month-to-Month,116.21,2324.2,UPI,210.3,Increasing,0,1
CUST_2543,Male,0,4,Month-to-Month,57.73,230.92,UPI,275.8,Decreasing,1,1
CUST_2544,Female,1,62,Month-to-Month,53.25,3301.5,Credit Card,404.5,Stable,0,0
CUST_2545,Female,0,26,Month-to-Month,65.74,1709.24,UPI,348.0,Stable,4,1
CUST_2546,Male,0,31,Month-to-Month,76.88,2383.28,UPI,135.6,Decreasing,0,1
CUST_2547,Female,0,44,One Year,44.25,1947.0,Credit Card,221.3,Stable,4,0
CUST_2548,Male,0,72,Month-to-Month,58.64,4222.08,UPI,217.4,Stable,1,0
CUST_2549,Female,0,18,Month-to-Month,106.39,1915.02,Credit Card,231.5,Stable,2,1
CUST_2550,Male,0,4,Month-to-Month,98.4,393.6,Debit Card,329.7,Stable,2,1
CUST_2551,Female,1,25,Month-to-Month,45.23,1130.75,Debit Card,404.8,Increasing,3,0
CUST_2552,Male,0,10,Month-to-Month,116.65,1166.5,Net Banking,266.5,Decreasing,2,1
CUST_2553,Male,0,7,Month-to-Month,59.25,414.75,Debit Card,237.2,Stable,1,1
CUST_2554,Female,0,13,Month-to-Month,78.39,1019.07,UPI,383.7,Increasing,0,0
CUST_2555,Male,0,18,Two Year,71.04,1278.72,Credit Card,331.4,Increasing,1,0
CUST_2556,Female,0,44,Month-to-Month,92.97,4090.68,Debit Card,247.9,Stable,2,0
CUST_2557,Female,0,63,Two Year,41.42,2609.46,UPI,261.2,Stable,1,0
CUST_2558,Male,0,8,Two Year,56.82,454.56,Debit Card,271.0,Decreasing,3,1
CUST_2559,Female,0,14,Two Year,47.08,659.12,Net Banking,411.1,Increasing,1,0
CUST_2560,Female,0,30,Two Year,43.59,1307.7,Debit Card,344.2,Decreasing,3,1
CUST_2561,Female,0,33,Month-to-Month,51.43,1697.19,Debit Card,483.5,Decreasing,1,1
CUST_2562,Female,0,9,Month-to-Month,49.1,441.9,UPI,354.8,Stable,0,1
CUST_2563,Female,0,38,Month-to-Month,86.03,3269.14,Credit Card,211.4,Decreasing,0,0
CUST_2564,Male,0,11,Month-to-Month,60.32,663.52,Net Banking,133.3,Decreasing,0,1
CUST_2565,Female,0,8,Month-to-Month,63.65,509.2,Credit Card,237.8,Decreasing,2,1
CUST_2566,Female,1,29,Two Year,24.12,699.48,Credit Card,136.9,Increasing,1,0
CUST_2567,Female,1,45,Month-to-Month,94.71,4261.95,Credit Card,222.2,Increasing,0,0
CUST_2568,Female,0,25,Month-to-Month,27.19,679.75,Net Banking,302.0,Stable,0,0
CUST_2569,Female,0,22,One Year,72.39,1592.58,Net Banking,170.0,Increasing,0,0
CUST_2570,Male,0,18,Month-to-Month,103.22,1857.96,UPI,378.7,Stable,1,0
CUST_2571,Female,0,21,Month-to-Month,108.43,2277.03,UPI,249.4,Stable,2,0
CUST_2572,Male,0,16,Month-to-Month,35.41,566.56,UPI,380.0,Stable,1,0
CUST_2573,Male,0,30,Two Year,65.52,1965.6,Net Banking,205.5,Stable,1,0
CUST_2574,Male,0,21,Month-to-Month,89.25,1874.25,Net Banking,372.4,Stable,0,1
CUST_2575,Male,0,72,One Year,59.87,4310.64,Debit Card,249.5,Increasing,0,0
CUST_2576,Female,0,25,Month-to-Month,97.02,2425.5,Credit Card,276.4,Stable,0,0
CUST_2577,Male,0,16,Two Year,20.0,320.0,UPI,236.5,Stable,2,0
CUST_2578,Male,0,8,Month-to-Month,73.8,590.4,Debit Card,285.0,Stable,0,1
CUST_2579,Female,1,9,One Year,81.22,730.98,Net Banking,357.6,Increasing,3,1
CUST_2580,Female,0,26,Two Year,41.35,1075.1,Debit Card,162.2,Increasing,1,0
CUST_2581,Female,0,12,Month-to-Month,90.02,1080.24,Debit Card,522.2,Stable,0,1
CUST_2582,Male,0,23,Month-to-Month,44.39,1020.97,Net Banking,523.3,Stable,3,0
CUST_2583,Female,0,47,Month-to-Month,110.59,5197.73,Credit Card,250.0,Increasing,1,0
CUST_2584,Female,0,6,Month-to-Month,61.93,371.58,Net Banking,399.6,Stable,2,1
CUST_2585,Male,0,17,Two Year,66.01,1122.17,UPI,180.4,Stable,1,0
CUST_2586,Female,0,4,Month-to-Month,44.16,176.64,Debit Card,136.1,Stable,1,0
CUST_2587,Female,0,23,Two Year,61.25,1408.75,UPI,493.3,Decreasing,0,0
CUST_2588,Female,0,5,One Year,52.33,261.65,Debit Card,379.4,Stable,1,0
CUST_2589,Female,0,6,Month-to-Month,77.55,465.3,Debit Card,315.7,Stable,2,0
CUST_2590,Male,0,58,Month-to-Month,76.47,4435.26,UPI,375.4,Stable,0,0
CUST_2591,Female,0,11,Month-to-Month,67.79,745.69,Debit Card,233.5,Decreasing,3,1
CUST_2592,Female,0,8,Month-to-Month,74.25,594.0,Net Banking,310.7,Stable,1,1
CUST_2593,Male,0,46,Month-to-Month,42.65,1961.9,Net Banking,324.3,Increasing,1,0
CUST_2594,Female,1,8,Month-to-Month,44.17,353.36,Debit Card,155.9,Decreasing,0,1
CUST_2595,Male,0,25,Two Year,100.14,2503.5,Debit Card,415.8,Stable,2,1
CUST_2596,Female,1,26,Month-to-Month,51.36,1335.36,Net Banking,255.5,Stable,2,1
CUST_2597,Male,0,36,Month-to-Month,77.43,2787.48,Credit Card,182.9,Stable,0,0
CUST_2598,Male,0,7,Month-to-Month,20.0,140.0,Debit Card,469.2,Stable,3,1
CUST_2599,Male,1,9,One Year,80.64,725.76,Net Banking,423.9,Decreasing,1,1
CUST_2600,Male,0,11,One Year,99.06,1089.66,Credit Card,279.4,Stable,0,1
CUST_2601,Female,0,10,Month-to-Month,73.02,730.2,Credit Card,175.1,Decreasing,0,0
CUST_2602,Male,0,34,Two Year,74.25,2524.5,UPI,353.5,Increasing,1,0
CUST_2603,Female,0,26,Two Year,109.21,2839.46,Credit Card,307.8,Stable,0,0
CUST_2604,Male,1,29,One Year,77.1,2235.9,Debit Card,520.0,Stable,1,0
CUST_2605,Male,0,4,Two Year,52.89,211.56,Credit Card,434.9,Decreasing,1,0
CUST_2606,Male,0,23,One Year,59.03,1357.69,UPI,255.1,Increasing,2,0
CUST_2607,Female,0,52,Two Year,54.8,2849.6,Net Banking,446.8,Decreasing,1,0
CUST_2608,Male,0,72,Month-to-Month,94.37,6794.64,UPI,436.2,Stable,1,1
CUST_2609,Female,0,13,Month-to-Month,102.22,1328.86,Net Banking,126.0,Stable,2,1
CUST_2610,Female,0,37,Two Year,96.68,3577.16,Debit Card,359.4,Decreasing,2,0
CUST_2611,Female,0,10,Month-to-Month,51.79,517.9,Net Banking,422.3,Stable,1,0
CUST_2612,Female,0,4,Month-to-Month,71.81,287.24,Credit Card,260.1,Decreasing,3,0
CUST_2613,Female,1,5,Month-to-Month,87.52,437.6,Net Banking,177.5,Stable,3,1
CUST_2614,Female,0,47,Month-to-Month,40.81,1918.07,Credit Card,600.0,Increasing,3,1
CUST_2615,Female,0,14,Month-to-Month,92.73,1298.22,UPI,460.3,Increasing,3,0
CUST_2616,Female,0,12,One Year,91.28,1095.36,UPI,329.4,Stable,0,1
CUST_2617,Female,0,33,Two Year,85.0,2805.0,Net Banking,89.7,Stable,2,0
CUST_2618,Male,0,6,Month-to-Month,90.54,543.24,UPI,262.8,Increasing,2,1
CUST_2619,Male,1,28,One Year,67.94,1902.32,UPI,501.0,Decreasing,0,0
CUST_2620,Male,0,16,Month-to-Month,49.11,785.76,UPI,438.6,Increasing,2,0
CUST_2621,Male,1,71,Month-to-Month,99.26,7047.46,Credit Card,277.6,Stable,2,0
CUST_2622,Male,0,14,One Year,71.14,995.96,Net Banking,254.4,Increasing,2,0
CUST_2623,Female,0,17,Two Year,56.95,968.15,Credit Card,451.1,Increasing,3,0
CUST_2624,Female,0,5,Month-to-Month,73.21,366.05,Net Banking,280.8,Stable,0,1
CUST_2625,Female,0,72,Month-to-Month,73.03,5258.16,Credit Card,292.8,Decreasing,0,1
CUST_2626,Female,0,15,Month-to-Month,58.42,876.3,Debit Card,348.5,Increasing,1,0
CUST_2627,Female,1,60,Two Year,83.6,5016.0,Debit Card,364.4,Increasing,0,0
CUST_2628,Female,0,3,Month-to-Month,117.9,353.7,Debit Card,195.3,Decreasing,2,1
CUST_2629,Female,1,24,Month-to-Month,38.92,934.08,Credit Card,367.3,Stable,0,0
CUST_2630,Male,0,72,Two Year,39.52,2845.44,Net Banking,205.7,Stable,2,0
CUST_2631,Male,0,11,One Year,100.88,1109.68,Credit Card,435.4,Decreasing,1,0
CUST_2632,Male,0,23,Two Year,89.71,2063.33,Net Banking,271.7,Decreasing,3,0
CUST_2633,Male,0,48,Two Year,111.77,5364.96,Debit Card,334.7,Decreasing,1,0
CUST_2634,Female,1,15,Month-to-Month,117.26,1758.9,Credit Card,50.0,Stable,0,1
CUST_2635,Female,0,4,One Year,89.36,357.44,Net Banking,389.4,Stable,1,1
CUST_2636,Female,0,13,Month-to-Month,41.34,537.42,Net Banking,403.4,Decreasing,0,1
CUST_2637,Male,0,24,Two Year,78.89,1893.36,UPI,253.7,Decreasing,0,0
CUST_2638,Female,0,24,Month-to-Month,61.31,1471.44,Net Banking,168.4,Stable,0,0
CUST_2639,Female,0,32,One Year,82.55,2641.6,Debit Card,165.2,Increasing,1,0
CUST_2640,Female,0,9,Month-to-Month,51.75,465.75,Credit Card,305.8,Decreasing,2,1
CUST_2641,Male,0,69,Month-to-Month,83.79,5781.51,UPI,194.0,Increasing,3,1
CUST_2642,Female,0,9,Month-to-Month,88.38,795.42,Debit Card,299.1,Stable,1,0
CUST_2643,Male,0,21,One Year,77.48,1627.08,Credit Card,317.3,Increasing,0,0
CUST_2644,Male,0,25,Month-to-Month,80.95,2023.75,Credit Card,328.6,Increasing,0,0
CUST_2645,Male,0,23,Month-to-Month,88.76,2041.48,UPI,449.6,Decreasing,1,1
CUST_2646,Male,0,7,Month-to-Month,51.6,361.2,Debit Card,436.6,Increasing,0,1
CUST_2647,Female,0,49,Month-to-Month,78.13,3828.37,Credit Card,321.4,Increasing,1,1
CUST_2648,Male,0,12,Month-to-Month,68.49,821.88,UPI,372.8,Increasing,2,1
CUST_2649,Male,0,27,Month-to-Month,98.49,2659.23,Credit Card,345.7,Stable,1,1
CUST_2650,Female,0,23,Month-to-Month,90.21,2074.83,Credit Card,452.9,Stable,1,0
CUST_2651,Female,0,23,Month-to-Month,56.21,1292.83,Debit Card,320.8,Stable,0,0
CUST_2652,Male,0,4,One Year,88.09,352.36,Debit Card,398.9,Decreasing,1,0
CUST_2653,Female,0,11,One Year,105.05,1155.55,Credit Card,527.3,Decreasing,0,0
CUST_2654,Male,0,26,Two Year,80.6,2095.6,Net Banking,349.1,Increasing,1,0
CUST_2655,Male,0,4,Month-to-Month,62.35,249.4,Credit Card,259.2,Stable,0,1
CUST_2656,Male,0,16,Two Year,43.38,694.08,Net Banking,263.5,Stable,0,0
CUST_2657,Male,0,21,Month-to-Month,20.85,437.85,Debit Card,233.5,Increasing,1,0
CUST_2658,Female,0,31,Month-to-Month,97.97,3037.07,Credit Card,383.4,Stable,0,0
CUST_2659,Male,0,21,Month-to-Month,36.25,761.25,Credit Card,343.5,Increasing,0,0
CUST_2660,Female,0,17,Month-to-Month,44.62,758.54,Credit Card,271.5,Increasing,1,0
CUST_2661,Female,0,24,Month-to-Month,72.6,1742.4,UPI,461.5,Stable,0,0
CUST_2662,Female,0,16,One Year,77.84,1245.44,UPI,268.0,Increasing,1,0
CUST_2663,Female,0,9,Month-to-Month,106.79,961.11,Debit Card,316.9,Increasing,1,1
CUST_2664,Male,0,13,One Year,79.22,1029.86,Credit Card,229.2,Increasing,1,0
CUST_2665,Female,0,26,One Year,63.29,1645.54,Credit Card,296.4,Increasing,2,0
CUST_2666,Male,0,17,Month-to-Month,63.33,1076.61,Net Banking,227.1,Increasing,1,1
CUST_2667,Female,0,72,Month-to-Month,32.1,2311.2,UPI,297.0,Stable,0,1
CUST_2668,Female,0,7,Month-to-Month,106.03,742.21,Debit Card,202.4,Increasing,1,1
CUST_2669,Male,1,26,Month-to-Month,92.17,2396.42,Debit Card,256.2,Decreasing,0,0
CUST_2670,Male,0,29,Month-to-Month,76.92,2230.68,Credit Card,236.1,Decreasing,2,0
CUST_2671,Male,0,20,Month-to-Month,105.82,2116.4,Credit Card,241.1,Stable,2,0
CUST_2672,Female,0,15,Month-to-Month,96.88,1453.2,UPI,216.6,Increasing,3,0
CUST_2673,Female,1,19,Month-to-Month,83.49,1586.31,Net Banking,272.7,Decreasing,1,1
CUST_2674,Male,0,19,Month-to-Month,69.16,1314.04,UPI,54.6,Stable,1,0
CUST_2675,Male,0,55,Two Year,70.95,3902.25,Debit Card,373.3,Increasing,0,0
CUST_2676,Male,0,3,Two Year,33.04,99.12,UPI,333.9,Decreasing,3,0
CUST_2677,Male,0,9,Month-to-Month,96.83,871.47,UPI,335.4,Stable,1,0
CUST_2678,Female,1,24,Month-to-Month,65.09,1562.16,Debit Card,287.8,Stable,0,0
CUST_2679,Male,0,41,Month-to-Month,96.65,3962.65,Debit Card,430.4,Decreasing,0,1
CUST_2680,Male,0,9,Month-to-Month,88.33,794.97,Debit Card,233.1,Increasing,2,1
CUST_2681,Male,1,7,Month-to-Month,72.54,507.78,Credit Card,134.6,Increasing,1,1
CUST_2682,Male,0,17,Month-to-Month,91.03,1547.51,Net Banking,330.9,Decreasing,2,1
CUST_2683,Female,0,9,Month-to-Month,50.51,454.59,Credit Card,494.4,Decreasing,0,0
CUST_2684,Male,0,17,Two Year,33.15,563.55,UPI,448.3,Increasing,0,0
CUST_2685,Female,0,9,Two Year,66.21,595.89,Net Banking,395.1,Stable,2,0
CUST_2686,Male,0,31,Two Year,80.95,2509.45,UPI,530.3,Increasing,1,0
CUST_2687,Male,0,9,Month-to-Month,91.49,823.41,UPI,262.5,Decreasing,0,1
CUST_2688,Female,0,3,Two Year,72.32,216.96,Credit Card,257.6,Stable,1,1
CUST_2689,Male,0,31,Month-to-Month,47.47,1471.57,Net Banking,277.5,Decreasing,4,0
CUST_2690,Female,0,19,One Year,102.61,1949.59,Credit Card,53.4,Decreasing,1,1
CUST_2691,Female,0,14,Two Year,61.06,854.84,Debit Card,449.0,Decreasing,2,1
CUST_2692,Male,1,14,Two Year,79.69,1115.66,Debit Card,302.6,Increasing,1,0
CUST_2693,Female,0,21,One Year,82.6,1734.6,Credit Card,239.6,Decreasing,1,0
CUST_2694,Female,0,7,Month-to-Month,71.73,502.11,Credit Card,282.1,Stable,2,0
CUST_2695,Female,1,5,Month-to-Month,21.44,107.2,Credit Card,207.0,Stable,1,0
CUST_2696,Female,0,9,One Year,53.2,478.8,UPI,306.5,Increasing,2,1
CUST_2697,Female,0,15,Two Year,81.67,1225.05,Net Banking,249.9,Stable,2,0
CUST_2698,Female,0,8,One Year,109.34,874.72,Net Banking,254.6,Stable,1,0
CUST_2699,Female,0,55,Month-to-Month,86.96,4782.8,Debit Card,212.5,Decreasing,2,0
CUST_2700,Female,0,9,Month-to-Month,82.16,739.44,Net Banking,304.4,Decreasing,0,1
CUST_2701,Male,1,20,Month-to-Month,20.28,405.6,Net Banking,250.0,Stable,2,1
CUST_2702,Male,0,27,Two Year,96.42,2603.34,Net Banking,436.0,Stable,1,1
